seq	bytes	mtime	ext	class	path	corpus_tier
1824	14698	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/CORPUS-INVENTORY-001-218.md	EXCLUDED_VERIFICATION
1825	13645	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/JOINT-SATISFIABILITY-REPORT.md	EXCLUDED_VERIFICATION
1826	24399	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/00-VERIFY-SESSION-CHARTER.md	EXCLUDED_VERIFICATION
1827	177122	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-208-215.md	EXCLUDED_VERIFICATION
1828	42973	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/spec/THRESHOLD-AUDIT-subdirs-and-loose-files.md	EXCLUDED_VERIFICATION
1829	15794	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/findings/TV-F-079-088-steps-208-215-findings.md	EXCLUDED_VERIFICATION
1830	21531	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_0914_prompt.md	EXCLUDED_VERIFICATION
1831	19941	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-216-219.md	EXCLUDED_VERIFICATION
1832	13043	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/JOINT-SATISFIABILITY-REPORT-v2-ADJUDICATED.md	EXCLUDED_VERIFICATION
1833	15076	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-219-220-AND-CORRECTION.md	EXCLUDED_VERIFICATION
1834	11794	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-221-222.md	EXCLUDED_VERIFICATION
1835	110440	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/spec/STEP-TO-THEORY-TRACEABILITY.md	EXCLUDED_VERIFICATION
1836	17351	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_935_prompts.md	EXCLUDED_VERIFICATION
1837	12451	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/EXECUTED-TEST-222-repairs.md	EXCLUDED_VERIFICATION
1838	17036	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_0952_prompt.md	EXCLUDED_VERIFICATION
1839	15651	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/KERNEL-AUDIT-230-232.md	EXCLUDED_VERIFICATION
1840	8263	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/KNOWLEDGE-STATE-MODEL-AUDIT-231.md	EXCLUDED_VERIFICATION
1841	3662	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/CORPUS-INVENTORY-CURRENT.md	EXCLUDED_VERIFICATION
1842	10260	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/SUPERVISORY-CHECKPOINT-221-233.md	EXCLUDED_VERIFICATION
1843	17036	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1005_prompts.md	EXCLUDED_VERIFICATION
1844	12912	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/STATE-TRANSITION-ALGEBRA-AUDIT-232.md	EXCLUDED_VERIFICATION
1845	6663	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1012_prompts.md	EXCLUDED_VERIFICATION
1846	12085	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/PHASE-LEDGER-001-182.md	EXCLUDED_VERIFICATION
1847	14216	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1021_prompts.md	EXCLUDED_VERIFICATION
1848	12272	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/KERNEL-RECONCILIATION-230-236.md	EXCLUDED_VERIFICATION
1849	9738	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/RECONCILIATION-GATE-VERDICT.md	EXCLUDED_VERIFICATION
1850	6969	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/FEEDBACK-LOOP-ADDENDUM-236-240.md	EXCLUDED_VERIFICATION
1851	16851	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1037_prompts.md	EXCLUDED_VERIFICATION
1852	12396	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/THEORY-GAP-MAP-001.md	EXCLUDED_VERIFICATION
1853	16767	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1042_prompts.md	EXCLUDED_VERIFICATION
1854	11519	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/EMPIRICAL-KERNEL-TEST.md	EXCLUDED_VERIFICATION
1855	12925	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1055_prompts.md	EXCLUDED_VERIFICATION
1856	12238	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/BLOCKER-ANALYSIS-AND-EXECUTABLE-KERNEL.md	EXCLUDED_VERIFICATION
1857	13597	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1058.promts.md	EXCLUDED_VERIFICATION
1858	13608	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/IDENTITY-ROUNDTRIP-AUDIT.md	EXCLUDED_VERIFICATION
1859	16108	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1110_prompts.md	EXCLUDED_VERIFICATION
1860	14318	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/FORMAL-SYSTEM-RECONSTRUCTION-AUDIT-245-NEW.md	EXCLUDED_VERIFICATION
1861	17677	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1112_promtps.md	EXCLUDED_VERIFICATION
1862	11573	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/KNOWLEDGEOS-THEORY-DISCOVERY-REPORT.md	EXCLUDED_VERIFICATION
1863	8659	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/DECISION-SIGMA-EPISTEMIC-STATUS.md	EXCLUDED_VERIFICATION
1864	10379	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/SELF-AUDIT-PROMPT-GAP-REGISTER.md	EXCLUDED_VERIFICATION
1865	15491	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1828_prompts.md	EXCLUDED_VERIFICATION
1866	12494	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/KNOWLEDGE-STATE-REQUIREMENTS-AND-DERIVATION.md	EXCLUDED_VERIFICATION
1867	21522	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/KNOWLEDGEOS-THEORY-CLOSURE-REPORT.md	EXCLUDED_VERIFICATION
1868	18303	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1852_prompts.md	EXCLUDED_VERIFICATION
1869	10736	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/P-RECONSTRUCTION-AND-DERIVATION.md	EXCLUDED_VERIFICATION
1870	9448	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/SIGMA-ADVERSARIAL-AUDIT.md	EXCLUDED_VERIFICATION
1871	5769	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/RELATION-ALGEBRA.md	EXCLUDED_VERIFICATION
1872	6879	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/KNOWLEDGE-STATE-ALGEBRA.md	EXCLUDED_VERIFICATION
1873	5474	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/TRANSFORMATION-THEORY.md	EXCLUDED_VERIFICATION
1874	8417	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/UL-CANONICAL-GLOSSARY.md	EXCLUDED_VERIFICATION
1875	4720	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/COMPUTABILITY-MATRIX.md	EXCLUDED_VERIFICATION
1876	7978	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/CLAUDE-CHATGPT-RECONCILIATION.md	EXCLUDED_VERIFICATION
1877	13370	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/THEORY-COMPLETION-GAP-REGISTER.md	EXCLUDED_VERIFICATION
1878	16890	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1918_prompts.md	EXCLUDED_VERIFICATION
1879	6935	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/CANONICAL-THEORY-TRIANGULATION.md	EXCLUDED_VERIFICATION
1880	6713	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/ASSURANCE-RECONSTRUCTION-MATRIX.md	EXCLUDED_VERIFICATION
1881	5390	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/PROPOSITION-RECONSTRUCTION-AUDIT.md	EXCLUDED_VERIFICATION
1882	7761	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/KNOWLEDGE-STATE-CANONICAL-MODEL.md	EXCLUDED_VERIFICATION
1883	6252	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/TRANSFORMATION-CANONICAL-MODEL.md	EXCLUDED_VERIFICATION
1884	4996	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/STATE-HISTORY-SUFFICIENCY-RESULT.md	EXCLUDED_VERIFICATION
1885	6832	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/THEORY-TO-EKP-CONFORMANCE-MATRIX.md	EXCLUDED_VERIFICATION
1886	5390	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/END-TO-END-KNOWLEDGE-STATE-EXECUTION.md	EXCLUDED_VERIFICATION
1887	8173	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/FINAL-THEORY-GAP-REGISTER.md	EXCLUDED_VERIFICATION
1888	8301	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/CANONICAL-UBIQUITOUS-LANGUAGE.md	EXCLUDED_VERIFICATION
1889	7345	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/POLICY-LINEAGE-AND-ARCHAEOLOGY.md	EXCLUDED_VERIFICATION
1890	5612	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/POLICY-TYPE-RECONSTRUCTION.md	EXCLUDED_VERIFICATION
1891	5232	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/POLICY-COUNTEREXAMPLES.md	EXCLUDED_VERIFICATION
1892	4398	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/POLICY-EXECUTION-EXPERIMENT.md	EXCLUDED_VERIFICATION
1893	5204	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/POLICY-EQUALITY-AND-COMPOSITION.md	EXCLUDED_VERIFICATION
1894	5966	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/POLICY-EKP-CONFORMANCE.md	EXCLUDED_VERIFICATION
1895	6152	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/SIGMA-RECONSTRUCTION-AFTER-POLICY.md	EXCLUDED_VERIFICATION
1896	7885	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/FOUNDATIONAL-DEPENDENCY-CLOSURE.md	EXCLUDED_VERIFICATION
1897	4893	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/NEXT-FOUNDATIONAL-GAP-AUDIT.md	EXCLUDED_VERIFICATION
1898	6501	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/END-TO-END-CANONICAL-THEORY-TEST.md	EXCLUDED_VERIFICATION
1899	13168	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1931_prompts.md	EXCLUDED_VERIFICATION
1900	16561	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/prompts/20260830_1953_prompts.md	EXCLUDED_VERIFICATION
1901	5596	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/CANONICAL-THEORY-BASELINE.md	EXCLUDED_VERIFICATION
1902	5419	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/THEORY-OBJECT-DEPENDENCY-GRAPH.md	EXCLUDED_VERIFICATION
1903	17145	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/CANONICAL-KNOWLEDGEOS-THEORY.md	EXCLUDED_VERIFICATION
1904	14241	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/THEORY-CLOSURE-AUDIT.md	EXCLUDED_VERIFICATION
1905	25382	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/01-THEORY-EVOLUTION-MAP.md	EXCLUDED_VERIFICATION
1906	5814	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/kos_kernel.py	EXCLUDED_VERIFICATION
1907	11627	2026-08-30	pyc	BINARY_NOT_ANALYZABLE	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/__pycache__/kos_kernel.cpython-313.pyc	EXCLUDED_VERIFICATION
1908	7426	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_congruence.py	EXCLUDED_VERIFICATION
1909	6245	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_measurement.py	EXCLUDED_VERIFICATION
1910	8322	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_identity.py	EXCLUDED_VERIFICATION
1911	630	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/yaml_lite.py	EXCLUDED_VERIFICATION
1912	19001	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/INDEPENDENT-CLOSURE-REVERIFICATION.md	EXCLUDED_VERIFICATION
1913	1358	2026-08-30	pyc	BINARY_NOT_ANALYZABLE	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/__pycache__/yaml_lite.cpython-313.pyc	EXCLUDED_VERIFICATION
1914	14013	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/UNCERTAINTY-NONIDENTIFIABILITY-MISSINGNESS.md	EXCLUDED_VERIFICATION
1915	13633	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_ekp_bridge.py	EXCLUDED_VERIFICATION
1916	10546	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/KNOWLEDGE-STATE-FINAL-AUDIT.md	EXCLUDED_VERIFICATION
1917	10739	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/02-INDEPENDENT-THEORY-RECONSTRUCTION.md	EXCLUDED_VERIFICATION
1918	6788	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/THEORY-CONSTRUCTION-TEST.md	EXCLUDED_VERIFICATION
1919	6572	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_ontology.py	EXCLUDED_VERIFICATION
1920	10203	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/DDD-UBIQUITOUS-LANGUAGE-AUDIT.md	EXCLUDED_VERIFICATION
1921	12262	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/MATHEMATICAL-COMPLETENESS-AUDIT.md	EXCLUDED_VERIFICATION
1922	12465	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/03-FOUNDATIONAL-ONTOLOGY.md	EXCLUDED_VERIFICATION
1923	9874	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/THEORY-GAP-REGISTER.md	EXCLUDED_VERIFICATION
1924	12156	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/04-K-GAP-ANALYSIS.md	EXCLUDED_VERIFICATION
1925	13619	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/THEORY-STATUS-VERDICT.md	EXCLUDED_VERIFICATION
1926	7295	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/witnesses/reverify_construct.py	EXCLUDED_VERIFICATION
1927	3603	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/witnesses/reverify_kaudit.py	EXCLUDED_VERIFICATION
1928	2509	2026-08-30	txt	TEXT	docs/knowledgeos/brainstorming/verification/witnesses/reverify_construct_output.txt	EXCLUDED_VERIFICATION
1929	2471	2026-08-30	txt	TEXT	docs/knowledgeos/brainstorming/verification/witnesses/reverify_kaudit_output.txt	EXCLUDED_VERIFICATION
1930	5485	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_assertion.py	EXCLUDED_VERIFICATION
1931	15217	2026-08-30	md	TEXT	docs/knowledgeos/reviews/synthesis/analysis/part-2-acceptance-review.md	OUT_OF_SCOPE_ROOT
1932	10346	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/05-ASSERTION-SEMANTICS.md	EXCLUDED_VERIFICATION
1933	6684	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_sigma.py	EXCLUDED_VERIFICATION
1934	12365	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/06-SIGMA-GAP-ANALYSIS.md	EXCLUDED_VERIFICATION
1935	9999	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/07-MEASUREMENT-THEORY-GAP.md	EXCLUDED_VERIFICATION
1936	8316	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/08-EVIDENCE-GAP.md	EXCLUDED_VERIFICATION
1937	7129	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/09-TRANSFORMATION-GAP.md	EXCLUDED_VERIFICATION
1938	10793	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/10-GOVERNANCE-REFLEXIVITY-GAP.md	EXCLUDED_VERIFICATION
1939	7779	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/exp_provenance.py	EXCLUDED_VERIFICATION
1940	9193	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/11-PROVENANCE-LINEAGE-HISTORY.md	EXCLUDED_VERIFICATION
1941	9191	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/12-IDENTITY-EQUALITY-GAP.md	EXCLUDED_VERIFICATION
1942	11755	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/13-IMPLEMENTATION-REALITY-CHECK.md	EXCLUDED_VERIFICATION
1943	9969	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/14-FALSIFICATION-RESULTS.md	EXCLUDED_VERIFICATION
1944	10302	2026-08-30	md	TEXT	docs/knowledgeos/reviews/synthesis/book-edition-2/part-2-reconstruction/02-02-grades-and-the-final-rule/chapter.md	OUT_OF_SCOPE_ROOT
1945	10571	2026-08-30	md	TEXT	docs/knowledgeos/reviews/synthesis/book-edition-2/part-2-reconstruction/02-03-falsification-under-authority/chapter.md	OUT_OF_SCOPE_ROOT
1946	2587	2026-08-30	md	TEXT	docs/knowledgeos/reviews/synthesis/book-edition-2/part-2-reconstruction/02-01-archaeology-before-architecture/claims.md	OUT_OF_SCOPE_ROOT
1947	2017	2026-08-30	md	TEXT	docs/knowledgeos/reviews/synthesis/book-edition-2/part-2-reconstruction/02-02-grades-and-the-final-rule/claims.md	OUT_OF_SCOPE_ROOT
1948	2005	2026-08-30	md	TEXT	docs/knowledgeos/reviews/synthesis/book-edition-2/part-2-reconstruction/02-03-falsification-under-authority/claims.md	OUT_OF_SCOPE_ROOT
1949	9940	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/15-UBIQUITOUS-LANGUAGE-GAP.md	EXCLUDED_VERIFICATION
1950	16758	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/16-MASTER-GAP-REGISTER.md	EXCLUDED_VERIFICATION
1951	10042	2026-08-30	md	TEXT	docs/knowledgeos/reviews/synthesis/analysis/part-2-acceptance-closure.md	OUT_OF_SCOPE_ROOT
1952	23313	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/17-INDEPENDENT-GAP-DISCOVERY-VERDICT.md	EXCLUDED_VERIFICATION
1953	4873	2026-08-30	txt	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-assertion.txt	EXCLUDED_VERIFICATION
1954	3279	2026-08-30	txt	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-congruence.txt	EXCLUDED_VERIFICATION
1955	8261	2026-08-30	txt	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-ekp-bridge.txt	EXCLUDED_VERIFICATION
1956	4481	2026-08-30	txt	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-identity.txt	EXCLUDED_VERIFICATION
1957	4588	2026-08-30	txt	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-measurement.txt	EXCLUDED_VERIFICATION
1958	4855	2026-08-30	txt	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-ontology.txt	EXCLUDED_VERIFICATION
1959	5861	2026-08-30	txt	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-provenance.txt	EXCLUDED_VERIFICATION
1960	4042	2026-08-30	txt	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/OUT-sigma.txt	EXCLUDED_VERIFICATION
1961	3209	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/00-INDEPENDENT-MANDATE.md	EXCLUDED_VERIFICATION
1962	4590	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/01-CORPUS-INVENTORY.md	EXCLUDED_VERIFICATION
1963	3232	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/exec/README.md	EXCLUDED_VERIFICATION
1964	9960	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/02-THEORY-RECONSTRUCTION.md	EXCLUDED_VERIFICATION
1965	5454	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/03-DEPENDENCY-GRAPH.md	EXCLUDED_VERIFICATION
1966	6345	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/04-PRIMITIVE-CLOSURE-AUDIT.md	EXCLUDED_VERIFICATION
1967	6537	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/05-K-ATTACK.md	EXCLUDED_VERIFICATION
1968	4908	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/06-ASSERTION-ATTACK.md	EXCLUDED_VERIFICATION
1969	6222	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/07-SIGMA-GAMMA-ATTACK.md	EXCLUDED_VERIFICATION
1970	6875	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/08-POLICY-ATTACK.md	EXCLUDED_VERIFICATION
1971	3993	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/09-PROVENANCE-LINEAGE-ATTACK.md	EXCLUDED_VERIFICATION
1972	7839	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/10-MISSINGNESS-UNCERTAINTY.md	EXCLUDED_VERIFICATION
1973	6655	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/11-CONTRADICTION-REGISTRY.md	EXCLUDED_VERIFICATION
1974	7209	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/12-EXECUTION-RESULTS.md	EXCLUDED_VERIFICATION
1975	5737	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/13-GAP-MATRIX.md	EXCLUDED_VERIFICATION
1976	11153	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/independent/14-INDEPENDENT-VERDICT.md	EXCLUDED_VERIFICATION
1977	14809	2026-08-30	md	TEXT	docs/knowledgeos/reviews/synthesis/analysis/BOOK-READINESS-AUDIT.md	OUT_OF_SCOPE_ROOT
1978	6900	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/independent/witnesses/attack.py	EXCLUDED_VERIFICATION
1979	2539	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/independent/witnesses/ledger.py	EXCLUDED_VERIFICATION
1980	4696	2026-08-30	txt	TEXT	docs/knowledgeos/brainstorming/verification/independent/witnesses/attack_output.txt	EXCLUDED_VERIFICATION
1981	5910	2026-08-30	md	TEXT	docs/knowledgeos/reviews/synthesis/analysis/THEORY-TO-BOOK-SYNCHRONIZATION-GATE.md	OUT_OF_SCOPE_ROOT
1982	3759	2026-08-30	md	TEXT	docs/knowledgeos/reviews/synthesis/analysis/BOOK-THEORY-IMPACT-MATRIX.md	OUT_OF_SCOPE_ROOT
1983	5277	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_model.py	EXCLUDED_VERIFICATION
1984	10706	2026-08-30	pyc	BINARY_NOT_ANALYZABLE	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/__pycache__/so_model.cpython-313.pyc	EXCLUDED_VERIFICATION
1985	6538	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp01_congruence_matrix.py	EXCLUDED_VERIFICATION
1986	4700	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp02_invariant_expressibility.py	EXCLUDED_VERIFICATION
1987	6048	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp03_adversarial_operations.py	EXCLUDED_VERIFICATION
1988	9920	2026-08-30	pyc	BINARY_NOT_ANALYZABLE	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/__pycache__/so_exp01_congruence_matrix.cpython-313.pyc	EXCLUDED_VERIFICATION
1989	5644	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp04_mandated_invariants.py	EXCLUDED_VERIFICATION
1990	7458	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp05_sigma_from_272.py	EXCLUDED_VERIFICATION
1991	14179	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/01-OPERATION-UNIVERSE-ANALYSIS.md	EXCLUDED_VERIFICATION
1992	9060	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/02-AUTHORITY-BOUNDARY-ANALYSIS.md	EXCLUDED_VERIFICATION
1993	8889	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/03-DETERMINATION-SCOPE-ANALYSIS.md	EXCLUDED_VERIFICATION
1994	10289	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/04-GAP-RECLASSIFICATION.md	EXCLUDED_VERIFICATION
1995	8540	2026-08-30	py	CODE	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp06_closure.py	EXCLUDED_VERIFICATION
1996	7206	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/05-CANONICAL-DEPENDENCY-CLOSURE.md	EXCLUDED_VERIFICATION
1997	7392	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/06-NORMATIVE-DECISION-REGISTER.md	EXCLUDED_VERIFICATION
1998	12802	2026-08-30	md	TEXT	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/07-SECOND-ORDER-VERDICT.md	EXCLUDED_VERIFICATION
