seq	initial_primary	initial_secondary	final_primary	final_secondary	classification_change	reason_for_change	path
2008	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/canonical-construction/exec/bandtest.py
2009	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/canonical-construction/exec/OUT-oderive.txt
2010	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/canonical-construction/exec/OUT-bandtest.txt
2011	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/canonical-construction/00-CONSTRUCTION-SCOPE.md
2012	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/canonical-construction/02-OPERATION-UNIVERSE.md
2013	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/canonical-construction/03-CANONICAL-K.md
2014	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/canonical-construction/01-GAP-RECLASSIFICATION.md
2015	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/canonical-construction/19-HUMAN-DECISION-REGISTER.md
2016	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/canonical-construction/BLOCKED-MANIFEST.md
2017	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/canonical-construction/21-THEORY-STATUS-VERDICT.md
2018	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/premise_audit.py
2019	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/04-ARCHITECT-ASSESSMENT-OF-THE-MANDATE.md
2020	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/01-STEP-272-PREMISE-AUDIT.md
2021	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/02-GAP-FULFILMENT-UPDATE.md
2022	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/03-DECISION-BRIEF.md
2023	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/REVIEWER-DOSSIER.md
2024	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/INDEX.md
2025	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/sigma0_check.py
2026	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/falsify_sigma0.py
2027	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/resolve_275_vs_272b.py
2028	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/07-SIGMA-VS-STRENGTH-RESOLUTION.md
2029	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/05-ADDENDUM-STEP-272A.md
2030	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/06-STEP-272B-REVIEW.md
2031	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/00-CORPUS-INVENTORY.md
2032	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-falsify_sigma0.txt
2033	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-resolve_275_vs_272b.txt
2034	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-sigma0_check.txt
2035	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/08-GAP-UPDATE-STEPS-272-279.md
2036	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-premise_audit.txt
2037	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/kos279.py
2038	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/__pycache__/kos279.cpython-313.pyc
2039	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/corpus.py
2040	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/__pycache__/corpus.cpython-313.pyc
2041	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/run_e_tests.py
2042	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/run_f_tests.py
2043	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/run_real_and_stats.py
2044	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-E-EXECUTION.txt
2045	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-F-EXECUTION.txt
2046	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-REAL-AND-STATS.txt
2047	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-CORPUS.txt
2048	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-TIMESTAMP.txt
2049	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/09-EMPIRICAL-CLOSURE-VERDICT.md
2050	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/10-STEP-280-COMPLETE-REPORT.md
2051	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/01-STEP-280-EXECUTION-PLAN.md
2052	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/02-TEST-CASE-SPECIFICATIONS.md
2053	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/03-END-TO-END-TEST-RESULTS.md
2054	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/04-FALSIFICATION-TEST-RESULTS.md
2055	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/05-REPLAY-TEST-RESULTS.md
2056	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/06-EMPIRICAL-EVIDENCE-REGISTER.md
2057	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/07-REPRODUCIBILITY-REPORT.md
2058	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/08-GAP-REGISTER-UPDATE.md
2059	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/exec/sigma.py
2060	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/exec/OUT-sigma.txt
2061	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/00-FRONTIER-FREEZE.md
2062	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/01-D0-AUTHORITY-STATUS.md
2063	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/02-272-RECONCILIATION.md
2064	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/03-SIGMA-STATUS.md
2065	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/04-MISSINGNESS-STATUS.md
2066	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/05-DETERMINATION-STATUS.md
2067	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/06-AUTHORITY-ACT-ANALYSIS.md
2068	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/07-RECONCILED-CLOSURE-REGISTER.md
2069	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/08-HUMAN-DECISION-DOSSIER.md
2070	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/09-NEXT-CONSTRUCTION-GATE.md
2071	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/09-GAP-UPDATE-STEPS-280-281.md
2072	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/kos279.py
2073	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/repairs.py
2074	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/test_repair_selection.py
2075	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/__pycache__/repairs.cpython-313.pyc
2076	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-REPAIR-SELECTION.txt
2077	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/test_distinguishability.py
2078	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-DISTINGUISHABILITY.txt
2079	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/test_invariant_preservation.py
2080	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-INVARIANTS.txt
2081	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/test_e4_rerun.py
2082	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-E4-RERUN.txt
2083	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/test_affected_falsification.py
2084	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/__pycache__/kos279.cpython-313.pyc
2085	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-AFFECTED-TESTS.txt
2086	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-TIMESTAMP.txt
2087	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/test_minimality.py
2088	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-MINIMALITY.txt
2089	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/01-REPAIR-SELECTION.md
2090	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/02-DISTINGUISHABILITY-PROOF.md
2091	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/03-MINIMALITY-PROOF.md
2092	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/04-INVARIANT-PRESERVATION-PROOF.md
2093	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/05-E4-RERUN-RESULTS.md
2094	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/06-AFFECTED-TESTS-RERUN-RESULTS.md
2095	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/07-GAP-REGISTER-UPDATE.md
2096	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/08-INTERNAL-CLOSURE-VERDICT.md
2097	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/09-STEP-281-COMPLETE-REPORT.md
2098	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/10-GAP-UPDATE-STEPS-281-282.md
2099	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/00A-CORPUS-FILE-INDEX.md
2100	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/kos279.py
2101	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/repairs.py
2102	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/f21_probability_necessity.py
2103	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/OUT-F21.txt
2104	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/kosfix.py
2105	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/f15_nonidentifiability.py
2106	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/__pycache__/kosfix.cpython-313.pyc
2107	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/OUT-F15.txt
2108	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/f17_f18_qt.py
2109	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/OUT-F17-F18.txt
2110	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/f16_f19_f20.py
2111	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/__pycache__/kos279.cpython-313.pyc
2112	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/OUT-F16-F19-F20.txt
2113	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/sufficiency.py
2114	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-sufficiency.txt
2115	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/f14_and_contradictions.py
2116	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/__pycache__/repairs.cpython-313.pyc
2117	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/OUT-F14-CONTRADICTIONS.txt
2118	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/OUT-TIMESTAMP.txt
2119	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/11-E20-RECLASSIFICATION.md
2120	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/01-THEORY-CRITICALITY-REGISTER.md
2121	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/12-SUFFICIENCY-DEFINITION.md
2122	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/OUT-E4-RERUN.json
2123	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/README.md
2124	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/03-THEORY-SCOPE-DECLARATION.md
2125	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/04-T3-PROBABILITY-NECESSITY-RESULT.md
2126	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/05-T4-NONIDENTIFIABILITY-RESULT.md
2127	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/06-QT-REPLAY-SERIALIZATION-RESULT.md
2128	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/07-POLICY-KNOWLEDGE-SEPARATION-RESULT.md
2129	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/08-DEPENDENCY-CYCLE-RESULT.md
2130	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/09-CLOSURE-DIMENSION-MATRIX.md
2131	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/10-STEP-282-FALSIFICATION-RESULTS.md
2132	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/consolidation/10-REVIEW-AGAINST-STEPS-280-282.md
2133	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/11-STEP-282-HUMAN-DECISION-REGISTER.md
2134	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/12-STEP-282-SUPERVISORY-VERDICT.md
2135	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/kosmodel.py
2136	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/kosmodel.py
2137	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/kosmodel.py
2138	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/__pycache__/kosmodel.cpython-313.pyc
2139	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-E-RESULTS.json
2140	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-F-RESULTS.json
2141	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/__pycache__/kosmodel.cpython-313.pyc
2142	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-E4-RERUN.json
2143	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/exec/__pycache__/kosmodel.cpython-313.pyc
2144	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/13-C-NEW-CLOSURE-RECORD.md
2145	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/step-282/02-RESIDUAL-GAP-CLASSIFICATION.md
2146	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/handoff/01-CORPUS-SNAPSHOT-FREEZE.md
2147	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/handoff/02-O-CORE-AUTHORITATIVE-DETERMINATION.md
2148	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/handoff/03-RECONCILIATION-272A-272B-273-275.md
2149	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/handoff/04-GOVERNANCE-COLLISION-REGISTER.md
2150	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/handoff/05-CANONICAL-CONSTRUCT-REGISTRY.md
2151	-	-	PENDING_GLOBAL_RECLASS	PENDING_GLOBAL_RECLASS	PENDING	PENDING	docs/knowledgeos/brainstorming/verification/handoff/06-HANDOFF-VERDICT.md
